157.14	11.25	324.02
154.03	72.58	199.89
111.16	68.74	178.22
137.5	69.46	366.46
125.79	48.7	94.65
141.13	23.73	36.07
119.58	78.52	137.4
170.66	49.88	157.72
135.19	42.84	224.37
182.86	31.71	186.48
101.32	17.22	230.76
178.47	38.38	182.96
177.11	51.19	116.59
127.7	55.24	209.25
103.63	93.32	202.3
172.2	83.05	83.67
138.43	36.46	377.92
147.77	95.99	98.82
177.76	37.59	388.87
139.5	62.93	354.01
107.89	60.98	144.71
124.64	83.45	52.55
177.82	72.33	277.11
126.83	13.27	78.9
191.5	99.17	369.35
192.94	2.09	153.57
134.7	71.78	295.44
112.48	44.82	57.26
151.46	83.34	106.01
120.58	6.87	78.06
145.74	11.09	37.47
194.72	78.24	338.64
169.18	80.14	117.81
195.43	46.29	164.31
101.9	58.36	299.3
126.36	63.52	249.8
129.14	29.38	28.64
175.51	67.03	195.84
129.22	8.99	63.94
154.91	57.37	168.63
158.38	59.53	70.43
129.22	65.67	163.06
144.15	16.33	203.16
108.74	3.93	381.13
132.82	32.21	220.06
193.5	77.81	101.3
146.18	98.95	257.9
167.54	36.95	396.23
161.0	10.21	207.88
109.96	33.05	166.97
175.93	80.52	196.8
124.2	62.53	260.95
125.61	48.81	231.2
125.9	4.47	75.51
139.36	42.07	308.69
130.8	36.3	44.29
196.12	54.22	261.21
105.89	82.05	220.89
133.0	86.31	370.28
124.61	68.12	157.97
132.07	1.63	172.49
130.31	62.28	35.07
115.53	45.0	195.98
112.48	43.25	65.75
107.88	85.42	342.44
122.07	29.03	379.07
149.8	75.44	254.32
163.49	87.1	324.17
181.77	2.8	271.16
129.3	31.95	183.79
168.33	34.61	42.32
161.46	21.6	109.55
104.15	42.19	155.32
158.43	28.4	204.51
175.25	17.87	391.51
190.54	66.77	67.96
138.98	85.61	329.57
157.71	78.29	100.42
144.58	70.85	330.63
168.53	50.93	68.16
124.16	50.05	50.3
137.19	87.24	291.72
135.45	51.03	356.52
106.04	46.7	147.73
144.71	10.63	238.31
192.1	59.32	158.1
182.3	77.38	311.05
190.24	60.19	285.35
151.57	77.17	304.5
179.98	44.93	157.99
137.0	33.56	270.98
109.24	10.77	55.08
128.49	6.74	122.82
108.25	19.71	362.7
199.03	38.6	147.69
112.54	83.64	348.52
175.28	49.34	179.9
150.16	59.28	8.22
192.92	19.22	257.08
160.75	59.17	192.72
118.57	18.16	305.91
199.13	90.37	267.16
182.75	39.17	216.83
191.09	86.95	286.91
142.96	20.71	220.26
191.61	66.98	154.12
102.32	94.85	149.76
179.23	59.33	87.65
198.96	73.39	167.99
132.94	51.67	94.19
188.08	16.46	247.47
184.45	95.87	25.5
182.87	36.31	224.05
133.97	70.25	12.01
172.38	86.34	9.15
164.54	30.35	254.44
130.15	7.05	237.83
171.95	40.44	123.62
158.25	5.0	233.75
125.72	16.04	46.2
193.32	73.29	312.0
102.73	62.99	365.69
124.07	72.42	281.18
180.4	73.79	207.63
191.61	2.97	236.29
107.78	24.71	290.21
177.57	26.47	370.46
191.28	70.31	384.07
131.28	36.84	93.49
104.25	22.76	95.96
113.7	79.91	169.68
140.52	77.07	397.97
171.35	58.17	253.55
190.79	33.51	104.43
137.56	69.26	108.79
105.66	14.95	344.65
156.75	10.23	79.02
177.92	53.18	166.78
127.72	20.29	43.42
113.41	49.46	85.82
173.18	98.99	16.29
144.29	38.34	196.87
157.45	44.19	279.99
160.43	47.5	24.76
171.31	91.43	299.8
164.8	64.37	211.58
158.12	13.94	255.63
120.98	83.72	172.15
164.22	46.98	231.47
171.28	14.96	215.15
136.67	87.07	349.13
167.91	84.26	208.58
124.69	8.66	288.79
181.79	92.95	387.85
189.4	25.19	180.15
105.85	82.94	316.05
112.48	63.42	287.35
103.4	33.46	378.43
117.96	51.47	201.97
166.33	47.48	57.9
188.29	78.82	278.89
189.24	76.9	352.29
150.79	35.96	53.0
147.89	83.36	199.82
119.75	33.38	68.67
195.27	92.7	27.69
157.99	58.47	352.22
130.17	16.56	170.03
153.01	49.1	258.26
161.58	15.27	237.24
131.95	42.58	181.3
179.36	89.43	264.15
151.51	3.41	199.56
198.8	88.42	384.08
173.28	16.7	104.02
165.28	29.99	262.52
152.15	32.55	229.44
124.68	50.99	363.32
128.95	26.57	183.84
189.53	85.6	85.29
112.75	12.73	319.74
130.73	42.85	168.75
122.33	25.02	334.04
184.79	64.68	4.85
191.4	49.15	378.42
164.09	15.32	140.77
137.44	61.45	279.15
154.42	46.93	189.91
135.17	72.23	336.29
110.85	52.94	389.31
128.6	68.48	98.67
159.66	89.79	228.2
136.26	51.73	391.52
165.06	44.4	252.39
119.84	51.78	101.57
194.76	56.28	88.91
180.74	0.56	204.34
154.67	14.56	381.47
140.1	89.97	52.19
178.63	82.72	73.44
196.24	94.96	256.66
169.27	98.92	383.15
142.39	93.64	215.59
158.28	24.76	288.33
181.51	25.88	271.31
129.72	40.62	98.28
112.79	57.2	367.94
181.84	47.79	16.28
116.38	97.68	115.99
198.9	90.67	305.49
180.36	42.93	245.54
160.47	60.53	84.26
167.67	42.28	21.74
131.3	48.53	157.9
172.76	12.78	274.26
190.11	45.72	378.81
184.36	10.17	392.37
138.98	93.73	62.28
114.35	51.91	362.86
124.36	97.86	197.72
118.51	5.62	135.15
110.79	51.95	265.15
168.0	59.6	146.42
173.74	15.8	219.94
177.97	71.69	50.03
177.0	7.75	298.04
143.66	71.18	145.35
133.8	95.28	34.33
119.24	76.79	135.19
105.78	66.32	40.0
150.61	76.29	345.65
105.21	24.87	59.11
160.18	0.65	244.36
182.42	18.28	25.78
153.04	38.49	340.44
120.15	95.46	344.28
109.63	78.47	289.38
134.82	38.83	86.6
169.03	70.65	166.24
173.57	42.28	268.62
161.06	26.33	198.0
196.23	75.77	80.8
127.25	88.76	5.76
179.92	35.55	134.6
178.19	69.54	185.85
122.37	76.19	110.54
157.84	2.98	4.51
138.49	69.11	177.47
162.33	56.91	170.51
101.52	55.7	302.83
193.31	42.83	246.31
128.11	38.04	399.24
104.36	9.22	364.16
117.19	73.41	144.5
199.21	9.28	91.98
108.24	12.92	138.1
181.6	7.71	183.38
179.65	91.54	370.58
192.56	88.3	322.83
151.5	55.57	332.21
188.72	30.82	258.61
109.04	73.16	241.83
184.34	47.41	43.54
172.29	21.77	260.28
162.63	59.42	319.28
168.1	43.27	242.16
191.73	96.34	311.23
146.81	86.2	303.1
196.85	45.8	81.51
182.12	18.07	259.95
113.18	75.69	254.82
183.84	34.75	231.39
163.74	32.08	312.16
150.14	0.92	268.46
191.48	43.4	188.3
107.2	78.63	273.76
116.87	15.4	293.17
137.6	96.77	198.56
174.52	11.59	344.92
155.0	68.79	89.17
123.03	7.71	34.29
150.52	42.65	338.76
129.01	98.21	346.85
164.7	72.22	256.58
155.87	14.09	94.01
120.7	35.68	23.67
155.17	37.48	304.98
198.72	14.18	145.15
122.37	85.44	220.47
141.31	82.84	33.13
148.09	35.88	398.34
116.47	19.78	122.72
155.09	44.57	1.93
123.13	69.86	316.43
147.6	80.55	332.83
171.6	37.79	284.6
192.15	34.7	123.93
155.48	92.86	261.47
119.43	46.74	74.61
115.63	74.5	141.89
134.76	11.11	322.06
137.32	78.8	78.94
140.74	27.26	234.07
169.23	31.1	22.16
166.68	25.92	322.55
143.96	49.26	103.78
136.85	62.54	150.24
138.97	55.21	386.77
165.64	36.88	159.54
180.98	79.42	233.3
184.74	71.74	366.14
185.62	66.1	351.78
134.44	88.5	103.71
115.22	94.43	274.66
190.58	34.56	127.18
128.23	47.42	309.26
157.29	4.85	344.12
137.97	37.45	257.63
197.26	50.83	338.12
121.69	37.41	149.75
147.77	9.32	307.05
176.4	66.88	152.98
105.95	66.51	270.53
164.08	60.55	163.15
145.39	62.39	212.95
145.83	42.07	183.51
183.94	88.45	384.98
187.86	87.14	192.99
126.98	97.51	149.54
147.47	88.3	395.36
161.99	33.94	111.06
118.13	85.55	290.96
180.7	73.81	385.21
195.87	94.08	382.53
106.25	62.72	84.79
174.16	52.67	300.94
163.15	93.47	22.16
163.64	68.59	59.81
175.79	6.07	107.3
197.53	58.2	99.94
185.86	64.41	392.84
184.64	40.91	36.32
156.54	98.65	81.68
123.08	50.89	335.14
154.43	72.67	233.54
170.91	67.11	333.3
155.48	90.3	138.26
124.08	94.36	189.29
162.29	70.59	292.28
174.59	81.49	340.48
137.04	94.45	220.48
162.68	64.18	293.99
153.0	23.95	278.77
185.43	10.84	332.39
180.05	20.01	83.55
136.39	92.59	2.08
168.08	54.25	28.96
128.79	97.48	255.39
182.09	44.59	55.8
162.39	81.81	364.21
108.05	94.8	93.7
185.84	31.72	83.53
100.72	87.05	174.41
138.99	46.55	389.43
101.13	80.73	2.35
138.35	41.2	142.12
156.4	4.09	316.49
146.09	58.57	224.06
161.13	72.25	366.87
130.1	15.52	322.61
139.61	53.71	22.29
166.77	10.18	195.62
167.53	57.2	40.24
131.82	83.55	4.11
101.31	49.36	282.47
159.08	96.39	90.07
131.89	89.95	5.25
112.91	81.94	333.65
172.09	39.33	290.27
110.02	95.4	294.58
146.5	93.12	256.28
121.33	4.71	198.91
193.31	57.77	132.4
199.16	30.03	118.97
154.2	83.65	377.57
157.22	2.06	110.8
173.92	90.07	291.59
191.87	26.77	131.48
144.03	74.82	122.95
141.7	85.19	182.69
147.64	56.2	50.92
183.1	31.34	20.15
107.24	77.55	308.25
151.85	8.81	23.63
117.9	42.04	371.22
193.79	18.37	79.3
147.98	12.38	69.58
118.11	98.87	34.42
181.34	64.34	3.5
138.6	56.93	308.04
161.59	34.25	196.65
137.63	55.42	77.04
127.87	9.27	83.49
175.64	18.37	101.57
192.38	85.05	73.47
192.65	2.17	216.63
181.28	72.88	170.76
179.89	48.26	383.1
186.0	90.26	300.24
118.18	34.61	344.43
119.09	73.79	201.4
152.41	15.71	127.86
120.81	1.38	386.87
162.48	97.52	341.55
199.08	2.96	12.96
123.98	18.79	370.14
137.45	58.76	155.91
115.16	33.85	302.53
164.46	72.64	270.53
131.44	73.95	226.26
141.98	15.01	131.18
115.52	80.89	122.21
183.69	14.69	218.76
114.76	66.22	219.53
124.53	38.3	214.86
112.85	40.26	396.81
192.36	1.86	249.17
195.47	49.31	15.41
164.74	80.64	72.13
106.49	86.25	242.37
147.4	74.12	225.92
134.17	57.75	227.41
159.49	88.01	387.67
110.08	73.32	352.82
195.61	45.26	312.1
185.45	1.54	194.42
121.9	10.28	356.44
163.15	84.79	320.26
151.03	3.42	250.55
156.36	74.69	12.6
119.17	76.82	200.82
163.21	40.14	192.15
179.87	15.84	186.68
181.79	49.01	235.65
119.88	89.28	361.69
131.55	5.91	138.26
186.74	66.1	303.6
188.74	10.07	323.04
166.78	12.65	52.4
143.28	21.21	346.32
152.07	62.96	241.93
112.73	84.42	136.92
112.7	59.82	54.67
188.21	94.84	228.69
111.85	1.55	288.15
198.93	93.72	12.55
138.65	61.78	130.21
115.98	1.26	55.75
137.07	26.8	229.65
124.3	3.97	161.91
196.58	11.58	302.43
173.52	27.3	58.91
143.01	47.52	61.99
146.09	23.98	87.96
101.79	46.86	225.9
195.43	60.21	345.85
142.52	81.02	250.25
127.74	46.76	250.84
159.08	46.29	364.41
177.37	39.38	304.84
164.66	65.85	324.62
100.78	72.19	341.38
155.35	32.27	335.84
153.88	70.27	244.05
127.25	79.19	346.79
114.2	51.72	219.91
183.29	61.67	136.3
177.77	54.59	118.24

